name,dim,hidden,query_halfwidth,train_halfwidth,psi_val_mse,G_val_mse,prior_rmse_route1,prior_rmse_route2,route2_frac_query_uncovered,min_inner_weight,error
quadratic_l1_1D,1,64,4.0,5.0,0.01069091260433197,0.013156987726688385,1.709338602173015,0.32581441700283253,0.16,0.0,
quadratic_l1_2D,2,64,4.0,5.0,0.04603113606572151,0.03863366320729256,3.119443254445192,0.6498611759666592,0.0345,0.0,
quadratic_l1_4D,4,64,4.0,5.0,0.2991494834423065,0.11278094351291656,6.140947751805387,2.181495440028202,0.0,0.0,
negl1_2D,2,64,4.0,4.0,0.059005193412303925,0.386494904756546,0.528863261992742,1.0138561157014125,0.0,0.0,
negl1_4D,4,64,4.0,4.0,1.0054655075073242,0.21777655184268951,1.0848437882218664,1.962748908533692,0.0,0.0,
concave_quad_2D,2,64,4.0,4.0,0.08226176351308823,0.07421020418405533,0.22122994712165292,0.29067433924721864,0.0,0.0,
concave_quad_4D,4,64,4.0,4.0,1.2460500001907349,0.7056546807289124,0.3153350538527543,2.3920491147185166,0.0,0.0,
minplus_2D,2,64,4.0,9.0,0.21898187696933746,0.06792288273572922,5.836910017127515,0.7964574608216651,0.0,0.0,
minplus_4D,4,64,4.0,9.0,6.320491313934326,0.4226750135421753,11.673702775523306,9.648746071305746,0.2095,0.0,
